#    L    TT             EE             TE             PP             TP          
  1876    0.23858E+03    0.11717E+02   -0.56800E+01    0.81673E+05    0.90926E+01
  1877    0.23773E+03    0.11756E+02   -0.58796E+01    0.81584E+05    0.91415E+01
  1878    0.23690E+03    0.11793E+02   -0.60815E+01    0.81494E+05    0.91901E+01
  1879    0.23608E+03    0.11829E+02   -0.62857E+01    0.81405E+05    0.92383E+01
  1880    0.23529E+03    0.11864E+02   -0.64921E+01    0.81316E+05    0.92861E+01
  1881    0.23451E+03    0.11897E+02   -0.67005E+01    0.81227E+05    0.93336E+01
  1882    0.23375E+03    0.11930E+02   -0.69109E+01    0.81138E+05    0.93807E+01
  1883    0.23301E+03    0.11961E+02   -0.71231E+01    0.81050E+05    0.94275E+01
  1884    0.23229E+03    0.11992E+02   -0.73371E+01    0.80961E+05    0.94738E+01
  1885    0.23158E+03    0.12020E+02   -0.75528E+01    0.80873E+05    0.95198E+01
  1886    0.23088E+03    0.12048E+02   -0.77699E+01    0.80785E+05    0.95653E+01
  1887    0.23021E+03    0.12074E+02   -0.79885E+01    0.80697E+05    0.96105E+01
  1888    0.22956E+03    0.12099E+02   -0.82084E+01    0.80609E+05    0.96553E+01
  1889    0.22891E+03    0.12122E+02   -0.84295E+01    0.80521E+05    0.96996E+01
  1890    0.22829E+03    0.12144E+02   -0.86517E+01    0.80433E+05    0.97435E+01
  1891    0.22770E+03    0.12165E+02   -0.88747E+01    0.80346E+05    0.97870E+01
  1892    0.22711E+03    0.12184E+02   -0.90987E+01    0.80258E+05    0.98301E+01
  1893    0.22654E+03    0.12203E+02   -0.93233E+01    0.80171E+05    0.98728E+01
  1894    0.22599E+03    0.12219E+02   -0.95484E+01    0.80084E+05    0.99150E+01
  1895    0.22545E+03    0.12234E+02   -0.97741E+01    0.79997E+05    0.99567E+01
  1896    0.22494E+03    0.12249E+02   -0.10000E+02    0.79910E+05    0.99981E+01
  1897    0.22445E+03    0.12261E+02   -0.10226E+02    0.79823E+05    0.10039E+02
  1898    0.22396E+03    0.12272E+02   -0.10453E+02    0.79736E+05    0.10079E+02
  1899    0.22350E+03    0.12281E+02   -0.10679E+02    0.79650E+05    0.10119E+02
  1900    0.22305E+03    0.12289E+02   -0.10906E+02    0.79564E+05    0.10159E+02
  1901    0.22262E+03    0.12295E+02   -0.11132E+02    0.79477E+05    0.10198E+02
  1902    0.22222E+03    0.12300E+02   -0.11358E+02    0.79391E+05    0.10236E+02
  1903    0.22182E+03    0.12303E+02   -0.11583E+02    0.79305E+05    0.10274E+02
  1904    0.22145E+03    0.12306E+02   -0.11808E+02    0.79219E+05    0.10312E+02
  1905    0.22108E+03    0.12306E+02   -0.12032E+02    0.79134E+05    0.10349E+02
  1906    0.22073E+03    0.12305E+02   -0.12256E+02    0.79048E+05    0.10386E+02
  1907    0.22041E+03    0.12303E+02   -0.12479E+02    0.78963E+05    0.10422E+02
  1908    0.22010E+03    0.12299E+02   -0.12701E+02    0.78877E+05    0.10457E+02
  1909    0.21980E+03    0.12294E+02   -0.12922E+02    0.78792E+05    0.10492E+02
  1910    0.21951E+03    0.12288E+02   -0.13142E+02    0.78707E+05    0.10527E+02
  1911    0.21926E+03    0.12280E+02   -0.13362E+02    0.78622E+05    0.10561E+02
  1912    0.21901E+03    0.12270E+02   -0.13579E+02    0.78537E+05    0.10595E+02
  1913    0.21879E+03    0.12259E+02   -0.13795E+02    0.78453E+05    0.10628E+02
  1914    0.21857E+03    0.12247E+02   -0.14009E+02    0.78368E+05    0.10661E+02
  1915    0.21837E+03    0.12233E+02   -0.14223E+02    0.78284E+05    0.10693E+02
  1916    0.21818E+03    0.12218E+02   -0.14435E+02    0.78199E+05    0.10724E+02
  1917    0.21802E+03    0.12200E+02   -0.14646E+02    0.78115E+05    0.10755E+02
  1918    0.21787E+03    0.12183E+02   -0.14855E+02    0.78031E+05    0.10786E+02
  1919    0.21773E+03    0.12163E+02   -0.15063E+02    0.77947E+05    0.10816E+02
  1920    0.21761E+03    0.12142E+02   -0.15268E+02    0.77864E+05    0.10846E+02
  1921    0.21750E+03    0.12120E+02   -0.15471E+02    0.77780E+05    0.10875E+02
  1922    0.21741E+03    0.12095E+02   -0.15673E+02    0.77696E+05    0.10904E+02
  1923    0.21733E+03    0.12070E+02   -0.15872E+02    0.77613E+05    0.10932E+02
  1924    0.21725E+03    0.12044E+02   -0.16069E+02    0.77530E+05    0.10959E+02
  1925    0.21721E+03    0.12015E+02   -0.16264E+02    0.77447E+05    0.10986E+02
  1926    0.21717E+03    0.11987E+02   -0.16457E+02    0.77364E+05    0.11013E+02
  1927    0.21713E+03    0.11957E+02   -0.16648E+02    0.77281E+05    0.11039E+02
  1928    0.21713E+03    0.11925E+02   -0.16834E+02    0.77198E+05    0.11064E+02
  1929    0.21712E+03    0.11892E+02   -0.17020E+02    0.77115E+05    0.11089E+02
  1930    0.21713E+03    0.11858E+02   -0.17202E+02    0.77033E+05    0.11113E+02
  1931    0.21717E+03    0.11822E+02   -0.17382E+02    0.76950E+05    0.11137E+02
  1932    0.21720E+03    0.11785E+02   -0.17559E+02    0.76868E+05    0.11160E+02
  1933    0.21725E+03    0.11747E+02   -0.17733E+02    0.76786E+05    0.11183E+02
  1934    0.21731E+03    0.11708E+02   -0.17904E+02    0.76704E+05    0.11205E+02
  1935    0.21738E+03    0.11667E+02   -0.18073E+02    0.76622E+05    0.11227E+02
  1936    0.21747E+03    0.11626E+02   -0.18238E+02    0.76540E+05    0.11248E+02
  1937    0.21756E+03    0.11582E+02   -0.18400E+02    0.76458E+05    0.11269E+02
  1938    0.21766E+03    0.11538E+02   -0.18558E+02    0.76377E+05    0.11289E+02
  1939    0.21778E+03    0.11492E+02   -0.18714E+02    0.76295E+05    0.11309E+02
  1940    0.21790E+03    0.11446E+02   -0.18866E+02    0.76214E+05    0.11327E+02
  1941    0.21804E+03    0.11399E+02   -0.19014E+02    0.76133E+05    0.11346E+02
  1942    0.21818E+03    0.11350E+02   -0.19160E+02    0.76052E+05    0.11364E+02
  1943    0.21833E+03    0.11301E+02   -0.19302E+02    0.75971E+05    0.11381E+02
  1944    0.21849E+03    0.11249E+02   -0.19440E+02    0.75890E+05    0.11398E+02
  1945    0.21865E+03    0.11198E+02   -0.19573E+02    0.75809E+05    0.11414E+02
  1946    0.21883E+03    0.11145E+02   -0.19705E+02    0.75729E+05    0.11430E+02
  1947    0.21900E+03    0.11092E+02   -0.19831E+02    0.75648E+05    0.11445E+02
  1948    0.21920E+03    0.11038E+02   -0.19955E+02    0.75568E+05    0.11459E+02
  1949    0.21939E+03    0.10981E+02   -0.20073E+02    0.75488E+05    0.11473E+02
  1950    0.21960E+03    0.10925E+02   -0.20189E+02    0.75408E+05    0.11486E+02
  1951    0.21981E+03    0.10868E+02   -0.20299E+02    0.75328E+05    0.11499E+02
  1952    0.22002E+03    0.10809E+02   -0.20406E+02    0.75248E+05    0.11511E+02
  1953    0.22025E+03    0.10750E+02   -0.20509E+02    0.75168E+05    0.11523E+02
  1954    0.22047E+03    0.10690E+02   -0.20608E+02    0.75089E+05    0.11534E+02
  1955    0.22070E+03    0.10630E+02   -0.20703E+02    0.75009E+05    0.11545E+02
  1956    0.22094E+03    0.10568E+02   -0.20794E+02    0.74930E+05    0.11555E+02
  1957    0.22121E+03    0.10506E+02   -0.20880E+02    0.74850E+05    0.11564E+02
  1958    0.22143E+03    0.10443E+02   -0.20962E+02    0.74771E+05    0.11573E+02
  1959    0.22168E+03    0.10379E+02   -0.21041E+02    0.74692E+05    0.11581E+02
  1960    0.22193E+03    0.10315E+02   -0.21115E+02    0.74613E+05    0.11589E+02
  1961    0.22219E+03    0.10250E+02   -0.21185E+02    0.74534E+05    0.11596E+02
  1962    0.22245E+03    0.10184E+02   -0.21250E+02    0.74456E+05    0.11602E+02
  1963    0.22271E+03    0.10118E+02   -0.21310E+02    0.74377E+05    0.11608E+02
  1964    0.22297E+03    0.10051E+02   -0.21366E+02    0.74299E+05    0.11614E+02
  1965    0.22325E+03    0.99834E+01   -0.21418E+02    0.74220E+05    0.11619E+02
  1966    0.22352E+03    0.99144E+01   -0.21467E+02    0.74142E+05    0.11623E+02
  1967    0.22380E+03    0.98458E+01   -0.21510E+02    0.74064E+05    0.11627E+02
  1968    0.22406E+03    0.97761E+01   -0.21550E+02    0.73986E+05    0.11630E+02
  1969    0.22435E+03    0.97060E+01   -0.21585E+02    0.73908E+05    0.11633E+02
  1970    0.22462E+03    0.96371E+01   -0.21615E+02    0.73830E+05    0.11635E+02
  1971    0.22490E+03    0.95664E+01   -0.21641E+02    0.73753E+05    0.11636E+02
  1972    0.22517E+03    0.94946E+01   -0.21663E+02    0.73675E+05    0.11637E+02
  1973    0.22545E+03    0.94239E+01   -0.21680E+02    0.73598E+05    0.11638E+02
  1974    0.22574E+03    0.93515E+01   -0.21694E+02    0.73520E+05    0.11638E+02
  1975    0.22601E+03    0.92794E+01   -0.21703E+02    0.73443E+05    0.11637E+02
  1976    0.22629E+03    0.92063E+01   -0.21707E+02    0.73366E+05    0.11636E+02
  1977    0.22657E+03    0.91337E+01   -0.21707E+02    0.73289E+05    0.11635E+02
  1978    0.22684E+03    0.90607E+01   -0.21702E+02    0.73212E+05    0.11632E+02
  1979    0.22712E+03    0.89874E+01   -0.21694E+02    0.73135E+05    0.11630E+02
  1980    0.22739E+03    0.89138E+01   -0.21681E+02    0.73059E+05    0.11626E+02
  1981    0.22766E+03    0.88399E+01   -0.21663E+02    0.72982E+05    0.11622E+02
  1982    0.22792E+03    0.87657E+01   -0.21642E+02    0.72906E+05    0.11618E+02
  1983    0.22819E+03    0.86913E+01   -0.21617E+02    0.72830E+05    0.11613E+02
  1984    0.22846E+03    0.86172E+01   -0.21587E+02    0.72753E+05    0.11608E+02
  1985    0.22872E+03    0.85422E+01   -0.21553E+02    0.72677E+05    0.11602E+02
  1986    0.22898E+03    0.84676E+01   -0.21514E+02    0.72601E+05    0.11595E+02
  1987    0.22922E+03    0.83935E+01   -0.21472E+02    0.72525E+05    0.11588E+02
  1988    0.22947E+03    0.83191E+01   -0.21425E+02    0.72450E+05    0.11581E+02
  1989    0.22972E+03    0.82452E+01   -0.21374E+02    0.72374E+05    0.11573E+02
  1990    0.22996E+03    0.81710E+01   -0.21319E+02    0.72298E+05    0.11564E+02
  1991    0.23019E+03    0.80959E+01   -0.21260E+02    0.72223E+05    0.11555E+02
  1992    0.23041E+03    0.80219E+01   -0.21197E+02    0.72148E+05    0.11545E+02
  1993    0.23063E+03    0.79485E+01   -0.21130E+02    0.72072E+05    0.11535E+02
  1994    0.23085E+03    0.78740E+01   -0.21060E+02    0.71997E+05    0.11524E+02
  1995    0.23107E+03    0.78001E+01   -0.20985E+02    0.71922E+05    0.11513E+02
  1996    0.23127E+03    0.77259E+01   -0.20907E+02    0.71847E+05    0.11501E+02
  1997    0.23146E+03    0.76522E+01   -0.20824E+02    0.71773E+05    0.11489E+02
  1998    0.23166E+03    0.75798E+01   -0.20737E+02    0.71698E+05    0.11476E+02
  1999    0.23184E+03    0.75064E+01   -0.20648E+02    0.71623E+05    0.11463E+02
  2000    0.23201E+03    0.74343E+01   -0.20553E+02    0.71549E+05    0.11449E+02
  2001    0.23218E+03    0.73627E+01   -0.20456E+02    0.71475E+05    0.11435E+02
  2002    0.23234E+03    0.72908E+01   -0.20355E+02    0.71400E+05    0.11420E+02
  2003    0.23250E+03    0.72195E+01   -0.20251E+02    0.71326E+05    0.11405E+02
  2004    0.23265E+03    0.71487E+01   -0.20143E+02    0.71252E+05    0.11389E+02
  2005    0.23277E+03    0.70776E+01   -0.20031E+02    0.71178E+05    0.11373E+02
  2006    0.23291E+03    0.70085E+01   -0.19916E+02    0.71105E+05    0.11356E+02
  2007    0.23302E+03    0.69385E+01   -0.19797E+02    0.71031E+05    0.11339E+02
  2008    0.23313E+03    0.68689E+01   -0.19676E+02    0.70957E+05    0.11321E+02
  2009    0.23323E+03    0.68005E+01   -0.19550E+02    0.70884E+05    0.11302E+02
  2010    0.23332E+03    0.67326E+01   -0.19422E+02    0.70810E+05    0.11284E+02
  2011    0.23340E+03    0.66644E+01   -0.19290E+02    0.70737E+05    0.11265E+02
  2012    0.23347E+03    0.65974E+01   -0.19156E+02    0.70664E+05    0.11245E+02
  2013    0.23353E+03    0.65302E+01   -0.19018E+02    0.70591E+05    0.11225E+02
  2014    0.23358E+03    0.64648E+01   -0.18876E+02    0.70518E+05    0.11204E+02
  2015    0.23363E+03    0.63992E+01   -0.18733E+02    0.70445E+05    0.11183E+02
  2016    0.23367E+03    0.63348E+01   -0.18586E+02    0.70372E+05    0.11161E+02
  2017    0.23369E+03    0.62708E+01   -0.18437E+02    0.70300E+05    0.11140E+02
  2018    0.23370E+03    0.62073E+01   -0.18284E+02    0.70227E+05    0.11117E+02
  2019    0.23370E+03    0.61445E+01   -0.18127E+02    0.70155E+05    0.11094E+02
  2020    0.23369E+03    0.60822E+01   -0.17970E+02    0.70082E+05    0.11071E+02
  2021    0.23368E+03    0.60211E+01   -0.17809E+02    0.70010E+05    0.11047E+02
  2022    0.23364E+03    0.59605E+01   -0.17646E+02    0.69938E+05    0.11023E+02
  2023    0.23360E+03    0.59006E+01   -0.17480E+02    0.69866E+05    0.10999E+02
  2024    0.23355E+03    0.58414E+01   -0.17312E+02    0.69794E+05    0.10974E+02
  2025    0.23348E+03    0.57829E+01   -0.17141E+02    0.69722E+05    0.10948E+02
  2026    0.23341E+03    0.57252E+01   -0.16969E+02    0.69650E+05    0.10922E+02
  2027    0.23333E+03    0.56685E+01   -0.16793E+02    0.69579E+05    0.10896E+02
  2028    0.23322E+03    0.56124E+01   -0.16616E+02    0.69507E+05    0.10869E+02
  2029    0.23312E+03    0.55572E+01   -0.16436E+02    0.69436E+05    0.10842E+02
  2030    0.23299E+03    0.55028E+01   -0.16255E+02    0.69364E+05    0.10815E+02
  2031    0.23286E+03    0.54492E+01   -0.16072E+02    0.69293E+05    0.10787E+02
  2032    0.23272E+03    0.53964E+01   -0.15887E+02    0.69222E+05    0.10759E+02
  2033    0.23256E+03    0.53447E+01   -0.15700E+02    0.69151E+05    0.10730E+02
  2034    0.23240E+03    0.52938E+01   -0.15511E+02    0.69080E+05    0.10701E+02
  2035    0.23221E+03    0.52438E+01   -0.15321E+02    0.69009E+05    0.10672E+02
  2036    0.23202E+03    0.51947E+01   -0.15129E+02    0.68939E+05    0.10642E+02
  2037    0.23182E+03    0.51466E+01   -0.14936E+02    0.68868E+05    0.10612E+02
  2038    0.23160E+03    0.50993E+01   -0.14741E+02    0.68798E+05    0.10582E+02
  2039    0.23137E+03    0.50530E+01   -0.14545E+02    0.68727E+05    0.10551E+02
  2040    0.23114E+03    0.50077E+01   -0.14348E+02    0.68657E+05    0.10520E+02
  2041    0.23088E+03    0.49633E+01   -0.14149E+02    0.68587E+05    0.10488E+02
  2042    0.23062E+03    0.49199E+01   -0.13950E+02    0.68516E+05    0.10457E+02
  2043    0.23034E+03    0.48776E+01   -0.13749E+02    0.68446E+05    0.10424E+02
  2044    0.23006E+03    0.48361E+01   -0.13548E+02    0.68377E+05    0.10392E+02
  2045    0.22976E+03    0.47957E+01   -0.13345E+02    0.68307E+05    0.10359E+02
  2046    0.22946E+03    0.47563E+01   -0.13143E+02    0.68237E+05    0.10326E+02
  2047    0.22913E+03    0.47180E+01   -0.12940E+02    0.68167E+05    0.10292E+02
  2048    0.22880E+03    0.46807E+01   -0.12736E+02    0.68098E+05    0.10258E+02
  2049    0.22845E+03    0.46444E+01   -0.12532E+02    0.68028E+05    0.10224E+02
  2050    0.22810E+03    0.46092E+01   -0.12326E+02    0.67959E+05    0.10190E+02
  2051    0.22771E+03    0.45750E+01   -0.12122E+02    0.67890E+05    0.10155E+02
  2052    0.22734E+03    0.45420E+01   -0.11917E+02    0.67821E+05    0.10120E+02
  2053    0.22694E+03    0.45099E+01   -0.11711E+02    0.67752E+05    0.10084E+02
  2054    0.22653E+03    0.44790E+01   -0.11505E+02    0.67683E+05    0.10049E+02
  2055    0.22610E+03    0.44490E+01   -0.11300E+02    0.67614E+05    0.10013E+02
  2056    0.22567E+03    0.44202E+01   -0.11095E+02    0.67545E+05    0.99764E+01
  2057    0.22523E+03    0.43925E+01   -0.10889E+02    0.67477E+05    0.99399E+01
  2058    0.22478E+03    0.43658E+01   -0.10684E+02    0.67408E+05    0.99030E+01
  2059    0.22431E+03    0.43402E+01   -0.10479E+02    0.67340E+05    0.98659E+01
  2060    0.22384E+03    0.43156E+01   -0.10274E+02    0.67271E+05    0.98286E+01
  2061    0.22335E+03    0.42921E+01   -0.10069E+02    0.67203E+05    0.97909E+01
  2062    0.22285E+03    0.42698E+01   -0.98649E+01    0.67135E+05    0.97530E+01
  2063    0.22234E+03    0.42484E+01   -0.96609E+01    0.67067E+05    0.97148E+01
  2064    0.22181E+03    0.42282E+01   -0.94576E+01    0.66999E+05    0.96764E+01
  2065    0.22127E+03    0.42090E+01   -0.92549E+01    0.66931E+05    0.96378E+01
  2066    0.22074E+03    0.41910E+01   -0.90537E+01    0.66863E+05    0.95989E+01
  2067    0.22018E+03    0.41739E+01   -0.88523E+01    0.66795E+05    0.95597E+01
  2068    0.21960E+03    0.41579E+01   -0.86524E+01    0.66728E+05    0.95203E+01
  2069    0.21903E+03    0.41430E+01   -0.84524E+01    0.66660E+05    0.94807E+01
  2070    0.21844E+03    0.41291E+01   -0.82544E+01    0.66593E+05    0.94409E+01
  2071    0.21783E+03    0.41163E+01   -0.80572E+01    0.66526E+05    0.94009E+01
  2072    0.21723E+03    0.41046E+01   -0.78605E+01    0.66458E+05    0.93606E+01
  2073    0.21660E+03    0.40939E+01   -0.76652E+01    0.66391E+05    0.93201E+01
  2074    0.21598E+03    0.40842E+01   -0.74712E+01    0.66324E+05    0.92795E+01
  2075    0.21533E+03    0.40755E+01   -0.72779E+01    0.66257E+05    0.92386E+01
  2076    0.21468E+03    0.40678E+01   -0.70858E+01    0.66190E+05    0.91975E+01
  2077    0.21402E+03    0.40612E+01   -0.68959E+01    0.66124E+05    0.91562E+01
  2078    0.21335E+03    0.40556E+01   -0.67065E+01    0.66057E+05    0.91148E+01
  2079    0.21266E+03    0.40510E+01   -0.65192E+01    0.65990E+05    0.90731E+01
  2080    0.21198E+03    0.40474E+01   -0.63325E+01    0.65924E+05    0.90313E+01
  2081    0.21128E+03    0.40449E+01   -0.61485E+01    0.65858E+05    0.89893E+01
  2082    0.21057E+03    0.40432E+01   -0.59651E+01    0.65791E+05    0.89471E+01
  2083    0.20986E+03    0.40425E+01   -0.57852E+01    0.65725E+05    0.89048E+01
  2084    0.20913E+03    0.40429E+01   -0.56058E+01    0.65659E+05    0.88623E+01
  2085    0.20840E+03    0.40442E+01   -0.54277E+01    0.65593E+05    0.88197E+01
  2086    0.20766E+03    0.40464E+01   -0.52516E+01    0.65527E+05    0.87769E+01
  2087    0.20691E+03    0.40495E+01   -0.50783E+01    0.65461E+05    0.87339E+01
  2088    0.20615E+03    0.40536E+01   -0.49069E+01    0.65396E+05    0.86908E+01
  2089    0.20539E+03    0.40586E+01   -0.47368E+01    0.65330E+05    0.86476E+01
  2090    0.20461E+03    0.40644E+01   -0.45694E+01    0.65264E+05    0.86042E+01
  2091    0.20384E+03    0.40712E+01   -0.44040E+01    0.65199E+05    0.85608E+01
  2092    0.20306E+03    0.40788E+01   -0.42413E+01    0.65134E+05    0.85171E+01
  2093    0.20225E+03    0.40873E+01   -0.40791E+01    0.65068E+05    0.84734E+01
  2094    0.20146E+03    0.40967E+01   -0.39203E+01    0.65003E+05    0.84295E+01
  2095    0.20065E+03    0.41068E+01   -0.37641E+01    0.64938E+05    0.83856E+01
  2096    0.19984E+03    0.41179E+01   -0.36108E+01    0.64873E+05    0.83415E+01
  2097    0.19902E+03    0.41296E+01   -0.34594E+01    0.64808E+05    0.82973E+01
  2098    0.19820E+03    0.41422E+01   -0.33110E+01    0.64743E+05    0.82531E+01
  2099    0.19737E+03    0.41556E+01   -0.31640E+01    0.64678E+05    0.82087E+01
  2100    0.19654E+03    0.41698E+01   -0.30209E+01    0.64614E+05    0.81643E+01
  2101    0.19570E+03    0.41847E+01   -0.28799E+01    0.64549E+05    0.81197E+01
  2102    0.19485E+03    0.42003E+01   -0.27416E+01    0.64485E+05    0.80751E+01
  2103    0.19400E+03    0.42166E+01   -0.26062E+01    0.64420E+05    0.80304E+01
  2104    0.19315E+03    0.42337E+01   -0.24734E+01    0.64356E+05    0.79857E+01
  2105    0.19229E+03    0.42514E+01   -0.23434E+01    0.64292E+05    0.79408E+01
  2106    0.19142E+03    0.42699E+01   -0.22162E+01    0.64228E+05    0.78959E+01
  2107    0.19056E+03    0.42890E+01   -0.20919E+01    0.64164E+05    0.78510E+01
  2108    0.18968E+03    0.43088E+01   -0.19704E+01    0.64100E+05    0.78060E+01
  2109    0.18881E+03    0.43292E+01   -0.18517E+01    0.64036E+05    0.77609E+01
  2110    0.18793E+03    0.43503E+01   -0.17359E+01    0.63972E+05    0.77158E+01
  2111    0.18705E+03    0.43718E+01   -0.16231E+01    0.63908E+05    0.76707E+01
  2112    0.18617E+03    0.43942E+01   -0.15131E+01    0.63845E+05    0.76255E+01
  2113    0.18528E+03    0.44169E+01   -0.14063E+01    0.63781E+05    0.75803E+01
  2114    0.18439E+03    0.44403E+01   -0.13023E+01    0.63718E+05    0.75350E+01
